user_id,artist_id,artist_name,long_rank,medium_rank,short_rank,appears_long_term,appears_medium_term,appears_short_term,churned_artist,rank_change_long_to_medium,historical_best_rank,historical_avg_rank,historical_presence_count,is_long_only,is_medium_only,is_present_in_both_historical_windows,long_rank_score,medium_rank_score,historical_affinity_score,user_degree_centrality,user_betweenness_centrality,user_pagerank,artist_degree_centrality,artist_betweenness_centrality,artist_pagerank
15e7dff19830,1gALaWbNDnwS2ECV09sn2A,Nightcrawlers,999,46,999,0,1,0,1,999,46,46.0,1,0,1,0,0.0,0.1,0.1,0.2908366533864542,0.37542118272324015,0.10687976253716822,0.00398406374501992,0.0,0.0008597745778216757
15e7dff19830,4DFb3uFxOl0R1mZBmUPGvi,DJ DELACROIX,999,48,999,0,1,0,1,999,48,48.0,1,0,1,0,0.0,0.06,0.06,0.2908366533864542,0.37542118272324015,0.10687976253716822,0.00398406374501992,0.0,0.0007539599847882436
15e7dff19830,4TK1gDgb7QKoPFlzRrBRgR,Los Enanitos Verdes,999,49,16,0,1,1,0,999,49,49.0,1,0,1,0,0.0,0.04,0.04,0.2908366533864542,0.37542118272324015,0.10687976253716822,0.00398406374501992,0.0,0.0007010526882715275
15e7dff19830,6byQKddO1b34lXC2ZEjehQ,Patricio Rey y sus Redonditos de Ricota,999,50,999,0,1,0,1,999,50,50.0,1,0,1,0,0.0,0.02,0.02,0.2908366533864542,0.37542118272324015,0.10687976253716822,0.00398406374501992,0.0,0.0006481453917548114
19c73ab40cc6,7gW0r5CkdEUMm42w9XpyZO,Laufey,1,3,7,1,1,1,0,2,1,2.0,2,0,0,1,1.0,0.96,0.98,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00398406374501992,0.0,0.0029622644753158917
19c73ab40cc6,4q3ewBCX7sLwd24euuV69X,Bad Bunny,2,1,1,1,1,1,0,-1,1,1.5,2,0,0,1,0.98,1.0,0.99,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.01593625498007968,0.04191427781737356,0.009745947926288542
19c73ab40cc6,1bAftSH8umNcGZ0uyV7LMg,Duki,3,8,999,1,1,0,1,5,3,5.5,2,0,0,1,0.96,0.86,0.91,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.01195219123505976,0.015057000059177959,0.005653627134489114
19c73ab40cc6,2YZyLoL8N0Wb9xBt1NhZWg,Kendrick Lamar,4,7,22,1,1,1,0,3,4,5.5,2,0,0,1,0.94,0.88,0.91,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.01593625498007968,0.0365948887917408,0.0064054932554615425
19c73ab40cc6,246dkjvS1zLTtiykXe5h60,Post Malone,5,6,999,1,1,0,1,1,5,5.5,2,0,0,1,0.92,0.9,0.91,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.0030824865806824194,0.0030565202112769595
19c73ab40cc6,3TVXtAsR1Inumwj472S9r4,Drake,6,4,15,1,1,1,0,-2,4,5.0,2,0,0,1,0.9,0.94,0.92,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.01593625498007968,0.04191427781737356,0.004780411086245181
19c73ab40cc6,4LLpKhyESsyAXpc4laK94U,Mac Miller,7,5,4,1,1,1,0,-2,5,6.0,2,0,0,1,0.88,0.92,0.9,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.004045935455030164,0.005328779532154973
19c73ab40cc6,7Ln80lUS6He07XvHI8qqHH,Arctic Monkeys,8,2,11,1,1,1,0,-6,2,5.0,2,0,0,1,0.86,0.98,0.92,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.0199203187250996,0.07843742509438133,0.008509443915615348
19c73ab40cc6,5YCc6xS5Gpj3EkaYGdjyNK,WOS,9,10,6,1,1,1,0,1,9,9.5,2,0,0,1,0.84,0.82,0.83,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.004045935455030164,0.0037518482842313675
19c73ab40cc6,06HL4z0CvFAxyc27GXpf02,Taylor Swift,10,28,999,1,1,0,1,18,10,19.0,2,0,0,1,0.82,0.46,0.64,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.01195219123505976,0.014195347272678923,0.005870713451780979
19c73ab40cc6,716NhGYqD1jl2wI1Qkgq36,Bizarrap,11,24,13,1,1,1,0,13,11,17.5,2,0,0,1,0.8,0.54,0.67,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.01195219123505976,0.015057000059177959,0.004216873808499341
19c73ab40cc6,1mcTU81TzQhprhouKaTkpq,Rauw Alejandro,12,9,8,1,1,1,0,-3,9,10.5,2,0,0,1,0.78,0.84,0.81,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.0030824865806824194,0.004210630865953354
19c73ab40cc6,37MCoi4pcUf9EKsPXeuCqU,Tan Bionica,13,999,999,1,0,0,1,999,13,13.0,1,1,0,0,0.76,0.0,0.76,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.0030824865806824194,0.0038792009748495546
19c73ab40cc6,4gzpq5DPGxSnKTe4SA8HAU,Coldplay,14,39,999,1,1,0,1,25,14,26.5,2,0,0,1,0.74,0.24,0.49,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.004243503099654753,0.002651956156792044
19c73ab40cc6,4cJD9t5QBFTUQcd3xfbOb2,Dillom,15,18,999,1,1,0,1,3,15,16.5,2,0,0,1,0.72,0.66,0.69,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.004045935455030164,0.004232819002541405
19c73ab40cc6,2x7PC78TmgqpEIjaGAZ0Oz,Trueno,16,20,3,1,1,1,0,4,16,18.0,2,0,0,1,0.7,0.62,0.6599999999999999,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00398406374501992,0.0,0.0021893579022292647
19c73ab40cc6,6qqNVTkY8uBg9cP3Jd7DAH,Billie Eilish,17,25,999,1,1,0,1,8,17,21.0,2,0,0,1,0.68,0.52,0.6000000000000001,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.0058831958199906794,0.0037903787048271533
19c73ab40cc6,5TYxZTjIPqKM8K8NuP9woO,C. Tangana,18,19,2,1,1,1,0,1,18,18.5,2,0,0,1,0.66,0.64,0.65,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00398406374501992,0.0,0.0021652045718203077
19c73ab40cc6,0iEtIxbK0KxaSlF7G42ZOp,Metro Boomin,19,999,999,1,0,0,1,999,19,19.0,1,1,0,0,0.64,0.0,0.64,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00398406374501992,0.0,0.0021410512414113503
19c73ab40cc6,0GM7qgcRCORpGnfcN2tCiB,Tainy,20,23,9,1,1,1,0,3,20,21.5,2,0,0,1,0.62,0.56,0.5900000000000001,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.0030824865806824194,0.004021585360427195
19c73ab40cc6,6jJ0s89eD6GaHleKKya26X,Katy Perry,21,35,999,1,1,0,1,14,21,28.0,2,0,0,1,0.6,0.32,0.4599999999999999,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.004243503099654753,0.0028876861202175434
19c73ab40cc6,2UZIAOlrnyZmyzt1nuXr9y,Nicki Nicole,22,40,999,1,1,0,1,18,22,31.0,2,0,0,1,0.58,0.22,0.3999999999999999,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00398406374501992,0.0,0.0015613713115963795
19c73ab40cc6,6M2wZ9GZgrQXHCFfjv46we,Dua Lipa,23,32,999,1,1,0,1,9,23,27.5,2,0,0,1,0.56,0.38,0.47,0.2589641434262948,0.2996277856828012,0.08522600341807285,0.00796812749003984,0.004243503099654753,0.0032713943977209334
